task,model,seed,params_total,params_trainable,param_target,param_mismatch,param_mismatch_ratio,train_size,val_size,test_size,input_shape,scale_y,y_scaler,y_scaler_mean,y_scaler_std,epochs,val_loss,steps,train_mse,train_rmse,train_mae,train_smape,train_r2,val_mse,val_rmse,val_mae,val_smape,val_r2,test_mse,test_rmse,test_mae,test_smape,test_r2,history_length,loss_curve_volatility,loss_curve_mean_abs_diff,val_curve_volatility,epoch_time_s_mean,step_time_s_mean,grad_norm_max,loss_nonfinite_steps,grad_nonfinite_steps,train_time_s_total
beijing_light,psann_conv,0,30662,30662,30662,0,0.0,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.2929132282733917,160,0.20810988545417786,0.4561906240314216,0.29544690251350403,0.54802006483078,0.7918901443481445,0.2929132282733917,0.5412145861609716,0.3140222132205963,0.5046082735061646,0.6893640160560608,0.1632741391658783,0.4040719480066369,0.27778682112693787,0.608245849609375,0.5823971033096313,20,0.18144613077071536,0.04091219319697234,0.12474814007173662,0.06955156810290646,0.008332583204537513,1.2597167725223386,0,0,1.3930143360048532
beijing_light,mlp,0,30759,30759,30662,97,0.003163524884221512,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.7264219522476196,160,0.09565392136573792,0.30927968146281115,0.21162426471710205,0.46760672330856323,0.9043460488319397,0.7264220118522644,0.8523039433513518,0.5070294737815857,0.741777241230011,0.22936467826366425,0.32030150294303894,0.5659518556759391,0.41654232144355774,0.74565589427948,0.180769145488739,20,0.15522246332039744,0.036092720440156774,0.08196063524669002,0.01774618024355732,0.001962336383803631,1.3962822957981467,0,0,0.3560460989829153
beijing_light,psann_conv,1,30662,30662,30662,0,0.0,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.28349199891090393,160,0.19700199365615845,0.4438490663008749,0.28278249502182007,0.5432560443878174,0.8029982447624207,0.28349199891090393,0.532439666920961,0.3042182922363281,0.512509822845459,0.6993613243103027,0.17040112614631653,0.4127967128579351,0.3005152642726898,0.6701425313949585,0.5641692280769348,20,0.1784708218875005,0.04070163396463253,0.11954669752705145,0.06794607414631174,0.008144547630581655,1.1944187351940512,0,0,1.361034567002207
beijing_light,mlp,1,30759,30759,30662,97,0.003163524884221512,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.6068373322486877,160,0.10289820283651352,0.32077749739736033,0.21894092857837677,0.4820599853992462,0.8971018195152283,0.6068373322486877,0.7789976458556777,0.4556049108505249,0.6704577207565308,0.35625800490379333,0.3024922311306,0.5499929373461081,0.40870222449302673,0.7274752855300903,0.2263188511133194,20,0.16852586413426585,0.03905486737093761,0.0811996897510363,0.019986585207516328,0.00224239113740623,1.2765096600964914,0,0,0.4008449829998426
beijing_light,psann_conv,2,30662,30662,30662,0,0.0,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.285155326128006,160,0.19877126812934875,0.44583771501449804,0.2834859788417816,0.5475627183914185,0.8012288212776184,0.2851552963256836,0.5339993411285108,0.3068961799144745,0.5213077068328857,0.6975963711738586,0.18013305962085724,0.42442085200995633,0.3139183223247528,0.6925559639930725,0.5392786860466003,20,0.18086531454510196,0.04101123974904419,0.12462848814199037,0.07282895960379392,0.008732605323166354,1.5049157885477304,0,0,1.4588023260002956
beijing_light,mlp,2,30759,30759,30662,97,0.003163524884221512,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.8108735084533691,160,0.09878955781459808,0.3143080619624608,0.21477390825748444,0.4728488624095917,0.9012104868888855,0.8108734488487244,0.9004851186159183,0.5407317876815796,0.7290637493133545,0.1398339420557022,0.42891132831573486,0.6549132219735183,0.47569379210472107,0.7464203834533691,-0.09703006595373154,20,0.17090625754121666,0.03923361221784757,0.07489635860218168,0.02085583096195478,0.0023522911997133633,1.4133956018073415,0,0,0.4180679789860733
beijing_light,psann_conv,3,30662,30662,30662,0,0.0,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.292033314704895,160,0.20490366220474243,0.4526628571075193,0.29564908146858215,0.5700029730796814,0.795096218585968,0.292033314704895,0.5404010683787506,0.3193455636501312,0.55303955078125,0.6902912259101868,0.18758876621723175,0.43311518816272393,0.32935991883277893,0.7386224865913391,0.5202097296714783,20,0.1751138643440785,0.04043662819023965,0.12100816698059787,0.0627917373465607,0.007624027614292572,1.4274049493123444,0,0,1.2576678820187226
beijing_light,mlp,3,30759,30759,30662,97,0.003163524884221512,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.8797286152839661,160,0.09205860644578934,0.3034116122461191,0.2082507610321045,0.4681042730808258,0.9079414010047913,0.8797286152839661,0.9379384922711969,0.5744741559028625,0.7620190978050232,0.06686815619468689,0.4725789725780487,0.6874437959412018,0.486453652381897,0.7538679242134094,-0.20871113240718842,20,0.1710860800367049,0.03926757581484065,0.10055172042226362,0.019867317951866425,0.0022404274062864716,1.0685986356316588,0,0,0.39839453500462696
beijing_light,psann_conv,4,30662,30662,30662,0,0.0,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.3016792833805084,160,0.1999485194683075,0.4471560348114599,0.2867725193500519,0.5564077496528625,0.8000514507293701,0.3016792833805084,0.5492533872271599,0.3302280902862549,0.5691061615943909,0.6800528168678284,0.19418151676654816,0.4406603190287823,0.33532652258872986,0.741207480430603,0.5033485293388367,20,0.17847553537236716,0.04054766562703969,0.12309154816121139,0.0691770877019735,0.00829663139229524,1.3017788437778752,0,0,1.3855655439547263
beijing_light,mlp,4,30759,30759,30662,97,0.003163524884221512,1996,427,427,"[24, 16]",True,standard,0.10976903419502773,1.042385652773986,20,0.7225503921508789,160,0.09817743301391602,0.3133327831777518,0.21281182765960693,0.47126880288124084,0.901822566986084,0.7225503921508789,0.8500296419248442,0.5029323101043701,0.737496018409729,0.23353569209575653,0.3830655515193939,0.6189228962636574,0.44531992077827454,0.7374560236930847,0.020248284563422203,20,0.17325017469606152,0.040053419558990104,0.06957089878935825,0.018059688148787244,0.002013920583340223,1.2206835689885562,0,0,0.36239323299378157
eaf_temp_lite,psann_conv,0,4609,4609,4609,0,0.0,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.3932623863220215,20,0.624295175075531,0.7901235188725437,0.39950141310691833,1.081130862236023,0.37570488452911377,1.3932623863220215,1.1803653613699538,0.6957141160964966,0.7268016934394836,0.18008625507354736,2.7670249938964844,1.6634377036416135,0.8568267822265625,1.9391015768051147,-0.10947215557098389,20,0.11715616683090911,0.01920902729034424,0.15504464195912707,0.0031572120438795536,0.0027592540573095903,0.646182922747747,0,0,0.06374656001571566
eaf_temp_lite,mlp,0,4665,4665,4609,56,0.012150141028422651,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.47209894657135,20,0.7429462671279907,0.8619433085348425,0.39005276560783386,0.7462687492370605,0.25705379247665405,1.47209894657135,1.213300847511181,0.7550221681594849,0.9914752840995789,0.13369214534759521,2.6264069080352783,1.62061929768693,0.7340842485427856,1.2476670742034912,-0.05308961868286133,20,0.07819224003814106,0.013671398162841797,0.10629925399989552,0.0009426702541531995,0.0007054200978018343,0.6149935076763879,0,0,0.019183292984962463
eaf_temp_lite,psann_conv,1,4609,4609,4609,0,0.0,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.417354941368103,20,0.6484595537185669,0.8052698639080982,0.3626287281513214,0.7938072681427002,0.3515405058860779,1.4173548221588135,1.1905271194554172,0.7006887197494507,0.7744399309158325,0.16590821743011475,2.699688196182251,1.6430727908958418,0.7635981440544128,1.409407615661621,-0.08247256278991699,20,0.10140804017223294,0.016958641378503097,0.10784637982849159,0.002198163399589248,0.001844095005071722,0.6771796852607121,0,0,0.04454577900469303
eaf_temp_lite,mlp,1,4665,4665,4609,56,0.012150141028422651,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.4403877258300781,20,0.643347442150116,0.8020894227890778,0.3778882622718811,0.9822968244552612,0.3566526174545288,1.4403877258300781,1.2001615415560016,0.6676535606384277,0.576560378074646,0.1523537039756775,2.5372955799102783,1.5928890670446194,0.8597718477249146,1.9455204010009766,-0.017359256744384766,20,0.10712413281928715,0.01861154091985602,0.09108572379914433,0.0009714510553749279,0.0007838400051696226,0.7224872159445601,0,0,0.019751244981307536
eaf_temp_lite,psann_conv,2,4609,4609,4609,0,0.0,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.389913558959961,20,0.607193112373352,0.7792259700326678,0.3444560766220093,0.8475425243377686,0.3928069472312927,1.389913558959961,1.1789459525185881,0.6579357981681824,0.6059666872024536,0.1820569634437561,2.7559313774108887,1.6600998094725776,0.7952622175216675,1.7177069187164307,-0.10502398014068604,20,0.11860260164509927,0.019553394694077342,0.11845423235596891,0.0022071321960538625,0.0018605549004860223,0.6885365151261938,0,0,0.04473672201856971
eaf_temp_lite,mlp,2,4665,4665,4609,56,0.012150141028422651,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.4524023532867432,20,0.6796929240226746,0.824434911938277,0.38697680830955505,0.8575544953346252,0.3203071355819702,1.4524022340774536,1.205156518497682,0.7672358751296997,0.9674080014228821,0.14528334140777588,2.5783557891845703,1.6057259383794515,0.7904971837997437,1.9363157749176025,-0.03382289409637451,20,0.07423273163419836,0.013057878142908999,0.06005222648618264,0.000985591797507368,0.0007757199055049568,0.5772469016469843,0,0,0.02003826800500974
eaf_temp_lite,psann_conv,3,4609,4609,4609,0,0.0,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.4442328214645386,20,0.6690937876701355,0.8179815325972436,0.36311766505241394,0.602323591709137,0.3309062719345093,1.444232702255249,1.2017623318507071,0.7079168558120728,0.7790512442588806,0.1500909924507141,2.686501979827881,1.6390552095118336,0.758242130279541,1.3509315252304077,-0.07718551158905029,20,0.10364100696166939,0.017324714284194142,0.08909009891454885,0.0021599137980956584,0.001789546842337586,0.6785498182037856,0,0,0.04377518797991797
eaf_temp_lite,mlp,3,4665,4665,4609,56,0.012150141028422651,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.4893907308578491,20,0.745721697807312,0.8635517921973829,0.37235748767852783,0.8628313541412354,0.25427836179733276,1.4893907308578491,1.2204059696911718,0.6467143893241882,0.5760993361473083,0.12351614236831665,2.54768705368042,1.596147566386147,0.8357677459716797,1.955000877380371,-0.021525979042053223,20,0.07457602399252006,0.01310428820158306,0.09395998363910145,0.0009197806473821401,0.0007187192444689572,0.6590647189228789,0,0,0.018727021000813693
eaf_temp_lite,psann_conv,4,4609,4609,4609,0,0.0,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.3689507246017456,20,0.6388245224952698,0.7992649889087284,0.385367751121521,1.010105848312378,0.361175537109375,1.3689507246017456,1.170021676979425,0.6881142258644104,0.7448878288269043,0.19439327716827393,2.704845428466797,1.6446414285389983,0.8238080739974976,1.9392951726913452,-0.0845404863357544,20,0.10717659139430902,0.017876985825990375,0.15060925642938192,0.002197988991974853,0.001845894241705537,0.6926213699448174,0,0,0.04454189003445208
eaf_temp_lite,mlp,4,4665,4665,4609,56,0.012150141028422651,97,20,20,"[16, 2]",True,standard,-0.1318660687232755,0.910684281105725,20,1.442165732383728,20,0.7257258892059326,0.851895468473646,0.4170798063278198,1.0758802890777588,0.27427417039871216,1.442165732383728,1.2009020494543792,0.7326839566230774,0.8922039270401001,0.1513073444366455,2.6052422523498535,1.6140762845509669,0.8391374349594116,1.9454323053359985,-0.04460334777832031,20,0.0785350489709929,0.013852790782326147,0.09977657110781928,0.0009514317993307486,0.000762975195539184,0.6513029996703484,0,0,0.019356028002221137
